TRINITY_DN0_c118_g1_i1.p1	ADAS_RAT	66.2	588	197	1	20	605	57	644	5.14e-313	865
TRINITY_DN0_c14_g1_i2.p1	SIF2_DROME	45.5	1012	454	14	480	1431	821	1794	4.15e-257	801
TRINITY_DN0_c14_g1_i3.p1	SIF1_DROME	49.1	224	89	9	1	210	1	213	1.13e-52	192
TRINITY_DN0_c14_g1_i4.p2	SIF2_DROME	63.7	124	45	0	2	125	1479	1602	2.84e-46	162
TRINITY_DN0_c14_g1_i4.p1	SIF2_DROME	44.9	860	378	13	8	807	876	1699	6.68e-214	661
TRINITY_DN0_c14_g1_i5.p1	SIF1_DROME	48.9	188	80	5	16	197	36	213	1.25e-44	168
TRINITY_DN0_c2_g1_i16.p1	UNC22_CAEEL	42.5	3019	1665	36	753	3742	3810	6786	0.0	2401
TRINITY_DN0_c2_g1_i17.p1	UNC22_CAEEL	42.5	3019	1665	36	1436	4425	3810	6786	0.0	2401
TRINITY_DN0_c2_g1_i18.p1	UNC22_CAEEL	42.5	3019	1665	36	1543	4532	3810	6786	0.0	2401
TRINITY_DN0_c2_g1_i20.p1	UNC22_CAEEL	43.1	2804	1535	30	1	2790	4030	6786	0.0	2289
TRINITY_DN0_c2_g1_i23.p1	TITIN_MOUSE	30.1	226	137	9	279	498	13988	14198	8.01e-15	81.6
TRINITY_DN0_c2_g1_i25.p1	UNC22_CAEEL	42.5	3019	1665	36	1532	4521	3810	6786	0.0	2401
TRINITY_DN0_c2_g1_i29.p1	TITIN_MOUSE	30.1	226	137	9	262	481	13988	14198	7.14e-15	81.6
TRINITY_DN0_c2_g1_i31.p1	UNC22_CAEEL	42.5	3019	1665	36	1547	4536	3810	6786	0.0	2401
TRINITY_DN0_c2_g1_i33.p1	UNC22_CAEEL	42.5	3019	1665	36	1523	4512	3810	6786	0.0	2401
TRINITY_DN0_c32_g1_i1.p1	KS6A3_HUMAN	71.1	596	145	5	1	588	155	731	2.28e-306	851
TRINITY_DN0_c32_g1_i2.p1	KS6A1_HUMAN	70.1	735	214	2	1	730	1	734	0.0	1034
TRINITY_DN0_c32_g1_i3.p1	KS6A1_HUMAN	69.2	744	214	3	1	739	1	734	0.0	1026
TRINITY_DN0_c39_g1_i1.p1	NPCL1_MOUSE	26.7	232	147	9	270	485	379	603	6.72e-13	75.9
TRINITY_DN0_c47_g1_i1.p1	F10A1_CHICK	48.4	417	138	5	8	407	5	361	1.34e-82	261
TRINITY_DN0_c47_g1_i2.p1	F10A1_CHICK	48.0	421	138	5	8	411	5	361	6.01e-82	259
TRINITY_DN0_c5_g8_i1.p1	UBA5_XENLA	73.4	395	102	2	4	397	5	397	3.44e-200	560
TRINITY_DN0_c60_g1_i1.p1	MARH8_XENTR	58.5	188	71	2	188	371	44	228	3.94e-71	227
TRINITY_DN0_c60_g1_i2.p1	MARH8_XENTR	55.0	209	85	3	20	222	23	228	7.45e-74	228
TRINITY_DN0_c8_g1_i1.p1	XPO1_MOUSE	68.9	103	32	0	3	105	969	1071	1.16e-42	151
TRINITY_DN0_c8_g1_i2.p1	XPO1_MOUSE	68.9	103	32	0	3	105	969	1071	1.16e-42	151
TRINITY_DN0_c97_g1_i1.p1	GATC_BRAFL	49.3	138	70	0	8	145	6	143	2.08e-35	123
TRINITY_DN100003_c0_g1_i1.p3	FLIG_BRADU	30.9	191	132	0	3	193	5	195	2.13e-28	111
TRINITY_DN10000_c0_g1_i1.p1	HACD3_DANRE	36.5	351	212	3	7	356	4	344	6.57e-73	234
TRINITY_DN10000_c0_g1_i2.p1	HACD3_DANRE	37.1	299	178	2	18	315	55	344	1.54e-58	195
TRINITY_DN10000_c0_g1_i4.p1	HACD3_DANRE	47.7	155	81	0	7	161	181	335	1.67e-44	152
TRINITY_DN10000_c0_g1_i5.p1	HACD3_DANRE	50.0	142	71	0	3	144	191	332	1.50e-42	147
TRINITY_DN10000_c0_g1_i9.p1	Y8359_ORYSI	31.3	115	77	2	9	122	5	118	4.32e-08	53.1
TRINITY_DN100029_c1_g1_i1.p1	MOT12_XENLA	36.8	125	75	2	12	134	74	196	8.88e-15	73.6
