TRINITY_DN0_c0_g1_i7.p1	ZN706_CHICK	61.0	59	23	0	118	176	16	74	1.37e-16	73.6
TRINITY_DN0_c0_g3_i1.p1	RPB2_BOVIN	87.0	1173	152	1	1	1173	1	1172	0.0	2101
TRINITY_DN0_c0_g3_i3.p1	RPB2_BOVIN	87.0	1173	152	1	1	1173	1	1172	0.0	2101
TRINITY_DN0_c0_g3_i4.p1	RPB2_BOVIN	87.0	1173	152	1	1	1173	1	1172	0.0	2101
TRINITY_DN0_c0_g3_i5.p1	RPB2_BOVIN	87.0	1173	152	1	1	1173	1	1172	0.0	2101
TRINITY_DN0_c21_g2_i1.p1	B2LA1_BOVIN	27.0	122	84	2	77	193	20	141	1.92e-11	63.9
TRINITY_DN0_c32_g1_i2.p1	CAPS1_RAT	65.9	593	184	3	1	579	681	1269	1.31e-283	813
TRINITY_DN0_c32_g1_i3.p1	CAPS1_RAT	64.4	607	184	4	1	593	681	1269	5.19e-279	802
TRINITY_DN0_c32_g1_i4.p1	CAPS1_RAT	72.2	425	104	1	1	425	681	1091	7.43e-220	642
TRINITY_DN0_c32_g1_i5.p1	CAPS1_RAT	72.4	427	104	1	1	427	681	1093	8.52e-223	650
TRINITY_DN0_c32_g1_i7.p1	CAPS1_RAT	65.5	597	184	4	1	583	681	1269	3.92e-281	807
TRINITY_DN0_c32_g1_i8.p1	CAPS1_RAT	65.4	578	178	4	18	581	700	1269	9.85e-270	778
TRINITY_DN0_c42_g1_i10.p1	SMD3_DROME	85.2	115	14	2	1	113	1	114	1.79e-61	188
TRINITY_DN0_c42_g1_i3.p1	SMD3_DROME	85.2	115	14	2	1	113	1	114	1.79e-61	188
TRINITY_DN0_c45_g1_i12.p1	HMHA1_MOUSE	34.8	886	454	22	32	811	113	980	1.58e-126	412
TRINITY_DN0_c45_g1_i22.p1	HMHA1_MOUSE	34.8	886	454	22	32	811	113	980	1.58e-126	412
TRINITY_DN0_c45_g1_i28.p1	HMHA1_MOUSE	34.8	886	454	22	32	811	113	980	1.58e-126	412
TRINITY_DN0_c47_g1_i1.p1	SCOCB_DANRE	76.3	76	18	0	46	121	1	76	5.79e-28	100
TRINITY_DN0_c58_g1_i1.p1	ASPP_AEDAE	60.4	364	143	1	21	384	22	384	4.88e-163	466
TRINITY_DN0_c96_g1_i1.p1	1433F_HUMAN	67.8	242	75	3	1	240	1	241	1.03e-104	306
TRINITY_DN100003_c0_g1_i1.p1	SYNC_BOVIN	66.1	127	43	0	1	127	142	268	4.18e-56	186
TRINITY_DN10007_c0_g1_i1.p1	SC6A5_XENLA	47.5	497	248	5	1	490	269	759	4.33e-153	461
TRINITY_DN10007_c0_g1_i14.p1	SC6A5_XENLA	47.5	497	248	5	1	490	269	759	4.33e-153	461
TRINITY_DN10007_c0_g1_i19.p1	SC6A5_XENLA	47.5	497	248	5	1	490	269	759	4.33e-153	461
TRINITY_DN10007_c0_g1_i23.p1	SC6A5_XENLA	48.8	260	132	1	1	259	471	730	1.21e-82	266
TRINITY_DN10007_c0_g1_i26.p1	SC6A5_XENLA	45.7	197	106	1	9	204	534	730	2.50e-56	194
TRINITY_DN10007_c0_g1_i6.p1	SC6A9_RAT	46.9	226	107	2	1	226	77	289	1.27e-61	206
TRINITY_DN100081_c0_g2_i1.p1	GPTC2_HUMAN	35.6	236	113	9	276	477	278	508	1.68e-25	114
TRINITY_DN100116_c0_g1_i2.p1	RAC1_BOVIN	59.4	160	65	0	2	161	33	192	3.02e-63	195
TRINITY_DN100121_c0_g1_i3.p1	HR3_DROME	36.1	119	73	2	341	458	35	151	2.25e-17	89.0
TRINITY_DN100121_c0_g1_i4.p1	HR3_DROME	36.1	119	73	2	341	458	35	151	2.25e-17	89.0
TRINITY_DN100121_c0_g1_i5.p1	NHR49_CAEEL	46.3	67	35	1	270	336	35	100	7.85e-11	66.6
TRINITY_DN100121_c0_g1_i8.p1	THA_SALSA	45.5	77	42	0	351	427	53	129	1.33e-17	87.8
TRINITY_DN10014_c0_g1_i13.p1	REM1_HUMAN	34.6	228	127	8	231	445	73	291	1.52e-21	97.8
TRINITY_DN10014_c0_g1_i17.p1	REM1_HUMAN	34.6	228	127	8	231	445	73	291	1.52e-21	97.8
TRINITY_DN10014_c0_g1_i6.p1	REM1_HUMAN	34.6	228	127	8	231	445	73	291	1.52e-21	97.8
TRINITY_DN10014_c0_g1_i9.p1	REM1_HUMAN	34.6	228	127	8	231	445	73	291	1.52e-21	97.8
TRINITY_DN10014_c1_g1_i1.p1	CCD86_BOVIN	59.5	116	43	2	2	116	224	336	9.28e-18	80.1
TRINITY_DN100184_c0_g1_i1.p1	ODC_PONAB	67.8	270	85	2	1	270	31	298	3.73e-132	379
TRINITY_DN100184_c0_g1_i3.p1	ODC_PONAB	66.8	292	95	2	10	301	9	298	7.59e-140	399
TRINITY_DN100215_c0_g1_i10.p1	RTRAF_XENLA	59.4	106	42	1	2	107	136	240	6.03e-32	115
TRINITY_DN100215_c0_g1_i2.p1	RTRAF_HUMAN	55.0	220	95	2	2	221	29	244	6.58e-78	237
TRINITY_DN10024_c0_g1_i19.p1	UBL7_BOVIN	47.5	122	41	4	9	110	260	378	2.13e-15	73.6
TRINITY_DN10024_c0_g1_i25.p1	UBL7_BOVIN	47.5	122	41	4	9	110	260	378	2.13e-15	73.6
TRINITY_DN10024_c0_g1_i26.p1	UBL7_BOVIN	47.5	122	41	4	93	194	260	378	2.52e-14	73.6
TRINITY_DN10024_c0_g1_i9.p1	UBL7_BOVIN	47.5	122	41	4	204	305	260	378	1.91e-13	73.6
TRINITY_DN100285_c0_g1_i1.p2	DPP10_MOUSE	33.5	179	115	1	2	180	22	196	1.08e-24	104
TRINITY_DN100285_c0_g1_i1.p1	DPP4_RAT	38.1	588	327	15	4	573	192	760	1.29e-123	385
TRINITY_DN100285_c0_g1_i2.p1	DPP4_PIG	37.4	708	385	20	1	684	90	763	8.92e-144	441
TRINITY_DN100285_c0_g1_i6.p1	SEPR_MOUSE	50.5	93	46	0	1	93	665	757	2.44e-25	102
TRINITY_DN1002_c0_g1_i1.p2	CRK_DROME	47.5	162	78	3	1	159	72	229	5.27e-42	144
TRINITY_DN1002_c0_g1_i1.p1	CRK_DROME	52.5	261	117	3	5	262	4	260	3.90e-94	281
TRINITY_DN1002_c0_g1_i2.p2	CRK_DROME	52.5	261	117	3	5	262	4	260	3.90e-94	281
TRINITY_DN1002_c0_g1_i2.p1	CRK_DROME	44.8	252	110	4	5	253	4	229	1.67e-67	213
